G, Fitness
0, 0.8534342500000001
1, 0.7546074
2, 0.61659755
3, 0.5726256500000002
4, 0.5409868999999999
5, 0.5100967
6, 0.4667683
7, 0.41067584999999995
8, 0.36508595000000005
9, 0.34756855
10, 0.3102724
11, 0.28246469999999996
12, 0.2603936
13, 0.23963734999999997
14, 0.2327111
15, 0.22456369999999998
16, 0.21342224999999998
17, 0.19588535
18, 0.1817788
19, 0.17653845000000004
20, 0.17230075
21, 0.16870095000000002
22, 0.16246585000000002
23, 0.16007460000000004
24, 0.15575345000000002
25, 0.15410655
26, 0.1518843
27, 0.1486285
28, 0.14635119999999996
29, 0.14603185
30, 0.14489979999999997
31, 0.14307385
32, 0.14082119999999998
33, 0.1394094
34, 0.13810154999999996
35, 0.13712385
36, 0.13623375
37, 0.13433204999999998
38, 0.13354459999999996
39, 0.1330017
40, 0.13177365
41, 0.13177365
42, 0.13177365
43, 0.13150135
44, 0.13096639999999998
45, 0.13081574999999998
46, 0.13040295
47, 0.13020769999999998
48, 0.12964525
49, 0.129599
50, 0.12914699999999998
51, 0.1285062
52, 0.12820499999999999
53, 0.12806734999999997
54, 0.12782909999999997
55, 0.12731995000000002
56, 0.1272237
57, 0.12620454999999997
58, 0.12561954999999997
59, 0.12551444999999997
60, 0.12532894999999997
61, 0.12473624999999997
62, 0.12401959999999997
63, 0.12294994999999997
64, 0.12273049999999996
65, 0.12245649999999997
66, 0.12047184999999998
67, 0.11990039999999999
68, 0.1180825
69, 0.11782675000000001
70, 0.11777195
71, 0.11744740000000001
72, 0.11581255000000001
73, 0.11552145
74, 0.11543285
75, 0.11537380000000001
76, 0.11385135000000002
77, 0.1134139
78, 0.1134139
79, 0.11306775
80, 0.11267120000000001
81, 0.11242035000000002
82, 0.11242035000000002
83, 0.11242035000000002
84, 0.11242035000000002
85, 0.11176570000000001
86, 0.11089955
87, 0.11089955
88, 0.11089955
89, 0.11073150000000001
90, 0.11057450000000002
91, 0.11040630000000003
92, 0.11040630000000003
93, 0.11040630000000003
94, 0.11039845000000001
95, 0.10996395000000003
96, 0.10962180000000002
97, 0.1093475
98, 0.10899264999999998
99, 0.10836219999999999
100, 0.10830879999999998
101, 0.10775044999999998
102, 0.10747965
103, 0.10726315
104, 0.10690635
105, 0.10689865000000001
106, 0.10671554999999999
107, 0.10671554999999999
108, 0.10671554999999999
109, 0.10669735
110, 0.10645595
111, 0.10629995
112, 0.10616645
113, 0.1059744
114, 0.1059744
115, 0.1059744
116, 0.10559389999999999
117, 0.10559389999999999
118, 0.10539899999999999
119, 0.10533719999999999
