G, Fitness
0, 0.8817377499999998
1, 0.8111044499999999
2, 0.7901518500000001
3, 0.7680072000000002
4, 0.7543039000000001
5, 0.7430054
6, 0.7308452499999999
7, 0.719456
8, 0.7103789999999999
9, 0.70005545
10, 0.6866639
11, 0.6758358
12, 0.6665982000000001
13, 0.65222045
14, 0.6444911999999999
15, 0.6371469500000001
16, 0.62761895
17, 0.6182584
18, 0.61477085
19, 0.6089213499999999
20, 0.6047809999999999
21, 0.6002596500000001
22, 0.5976617500000001
23, 0.5962192
24, 0.5957155
25, 0.5952902499999999
26, 0.59450075
27, 0.59384335
28, 0.5929582499999999
29, 0.5925982500000001
30, 0.59213725
31, 0.5909365
32, 0.5901759
33, 0.5894046499999999
34, 0.5889535
35, 0.5881633500000001
36, 0.58741455
37, 0.5864328999999999
38, 0.5855056999999999
39, 0.5848274
40, 0.583321
41, 0.5817386499999999
42, 0.58035305
43, 0.5798683499999999
44, 0.5788284499999999
45, 0.57828395
46, 0.5775281999999999
47, 0.5769346000000001
48, 0.5762584000000002
49, 0.5761239500000002
50, 0.5758669500000002
51, 0.5752162500000002
52, 0.5750184500000002
53, 0.5747033000000001
54, 0.5745961500000002
55, 0.5741628500000002
56, 0.5738344000000002
57, 0.5734223500000001
58, 0.5733019500000001
59, 0.5727473000000001
60, 0.5725237000000001
61, 0.5722796000000001
62, 0.57215425
63, 0.57193205
64, 0.5717322
65, 0.5715048
66, 0.5714311000000001
67, 0.5713341
68, 0.5711362500000001
69, 0.5709933
70, 0.5707916500000001
71, 0.5707435500000001
72, 0.5706735000000001
73, 0.57048815
74, 0.5703371500000001
75, 0.5702727000000001
76, 0.57019325
77, 0.56985715
78, 0.5695815000000001
79, 0.5695548
80, 0.5693519
81, 0.5692226
82, 0.5691298499999999
83, 0.5689385
84, 0.5689040000000001
85, 0.5688609
86, 0.5686776
87, 0.56866805
88, 0.5685706999999999
89, 0.5684779999999999
90, 0.5683584499999998
91, 0.5683289999999999
92, 0.5683115999999998
93, 0.5682400999999999
94, 0.56814085
95, 0.5680666999999999
96, 0.56801025
97, 0.5678799
98, 0.5678017
99, 0.5677025
100, 0.5675703000000001
101, 0.5675238499999999
102, 0.567426
103, 0.5673030000000001
104, 0.5670717000000001
105, 0.56698145
106, 0.5669193
107, 0.5668260499999999
108, 0.5667539999999999
109, 0.5666486500000001
110, 0.56657745
111, 0.5664269
112, 0.5663203499999999
113, 0.56620985
114, 0.5661915
115, 0.5661915
116, 0.56617085
117, 0.5661618000000002
118, 0.5661422500000002
119, 0.56611825
