G, Fitness
0, 0.84173165
1, 0.7367521000000001
2, 0.6681522
3, 0.6224501499999999
4, 0.592355
5, 0.56238985
6, 0.538468
7, 0.52408765
8, 0.5175592999999999
9, 0.5066244499999999
10, 0.49407854999999995
11, 0.47392785000000004
12, 0.46839234999999996
13, 0.4474971
14, 0.4354359
15, 0.4157172
16, 0.4076717
17, 0.39283470000000004
18, 0.37659830000000005
19, 0.36390125
20, 0.35648884999999997
21, 0.34377555000000004
22, 0.31454380000000004
23, 0.29906200000000005
24, 0.28598994999999994
25, 0.2808563
26, 0.27182209999999996
27, 0.2616924500000001
28, 0.25641525000000004
29, 0.25332190000000004
30, 0.25115975
31, 0.24605354999999998
32, 0.23858934999999998
33, 0.23628335000000003
34, 0.23520995
35, 0.22574144999999998
36, 0.22281155
37, 0.21708275000000002
38, 0.21490865
39, 0.21062085000000003
40, 0.2084455
41, 0.20388400000000004
42, 0.20004705000000006
43, 0.19851690000000002
44, 0.19129795000000002
45, 0.18758455000000002
46, 0.18161815000000003
47, 0.17646010000000004
48, 0.17234520000000003
49, 0.16576030000000003
50, 0.16008275
51, 0.15819815
52, 0.15174695
53, 0.14938615000000002
54, 0.14838105000000001
55, 0.14652120000000005
56, 0.1416521
57, 0.13471666000000004
58, 0.12992957500000005
59, 0.11739300000000001
60, 0.104772665
61, 0.099083955
62, 0.09551516
63, 0.091383235
64, 0.0886184
65, 0.085732725
66, 0.08223973999999998
67, 0.07791649
68, 0.07549022500000001
69, 0.074069145
70, 0.073729195
71, 0.07326731500000001
72, 0.07248062500000002
73, 0.07141095000000001
74, 0.06943446500000001
75, 0.06795325500000002
76, 0.06672880500000002
77, 0.065283825
78, 0.06317985499999998
79, 0.06241019999999999
80, 0.061716144999999986
81, 0.06101881999999999
82, 0.060332979999999994
83, 0.058547819999999993
84, 0.05816766999999999
85, 0.05795987499999998
86, 0.057889334999999986
87, 0.05702847
88, 0.056447944999999985
89, 0.05595309
90, 0.0554861
91, 0.054628204999999985
92, 0.053923854999999986
93, 0.051982669999999995
94, 0.05041909
95, 0.04929812
96, 0.04914071
97, 0.048794739999999996
98, 0.048613010000000005
99, 0.04717685499999999
100, 0.045371354999999995
101, 0.044656325000000004
102, 0.04339418000000001
103, 0.043079805
104, 0.04294486
105, 0.041995775
106, 0.041396310000000006
107, 0.040844455
108, 0.040777425
109, 0.04023426000000001
110, 0.04015533
111, 0.039766175
112, 0.039064185
113, 0.03859448
114, 0.03804611499999999
115, 0.037694025
116, 0.0368046
117, 0.036768735
118, 0.03672942
119, 0.036060685
