G, Fitness
0, 0.8473208
1, 0.76057325
2, 0.7068570999999999
3, 0.6522305999999999
4, 0.61880095
5, 0.58024975
6, 0.5587583500000001
7, 0.53484045
8, 0.4999178999999999
9, 0.4894789999999999
10, 0.4816867499999999
11, 0.4676079999999999
12, 0.45387005
13, 0.4387440999999999
14, 0.4248431499999999
15, 0.4203028999999999
16, 0.40640554999999995
17, 0.395085
18, 0.3865153
19, 0.37259675000000003
20, 0.3619442
21, 0.35419385000000003
22, 0.34545855000000003
23, 0.34069939999999993
24, 0.33202675
25, 0.32406140000000005
26, 0.31957445
27, 0.31475555000000005
28, 0.30888575000000007
29, 0.29851475000000005
30, 0.28285065
31, 0.27398135
32, 0.26750304999999996
33, 0.2526775
34, 0.2442428
35, 0.24159519999999998
36, 0.2354663
37, 0.2298581
38, 0.22694129999999996
39, 0.22017335
40, 0.2140315
41, 0.2038062
42, 0.1959058
43, 0.19283234999999996
