10 40
11 40
10 41
11 41

20 40
21 40
20 41
21 41

30 40
31 40
30 41
31 41

40 40
41 40
40 41
41 41



10 29
11 29
10 30
11 30

20 29
21 29
20 30
21 30

30 29
31 29
30 30
31 30

40 29
41 29
40 30
41 30



10 19
11 19
10 20
11 20

20 19
21 19
20 20
21 20

30 19
31 19
30 20
31 20

40 19
41 19
40 20
41 20



10 9
11 9
10 10
11 10

20 9
21 9
20 10
21 10

30 9
31 9
30 10
31 10

40 9
41 9
40 10
41 10


2 24
3 24
2 25
3 25

25 2
26 2
25 3
26 3

49 24
48 24
49 25
48 25

25 49
25 48
26 49
26 48
