0, 0.8361349
1, 0.72289755
2, 0.6464012999999998
3, 0.6163507
4, 0.5988113
5, 0.57929875
6, 0.55616055
7, 0.5391666500000001
8, 0.5197449
9, 0.5011931000000001
10, 0.4869071
11, 0.46638425000000006
12, 0.45789624999999995
13, 0.43910554999999996
14, 0.4297576499999999
15, 0.4159872
16, 0.40351625
17, 0.39243269999999997
18, 0.3773069
19, 0.36846270000000003
20, 0.36460964999999995
21, 0.3571664
22, 0.3505815499999999
23, 0.3364332499999999
24, 0.3255072
25, 0.3164953
26, 0.30255174999999995
27, 0.3015092999999999
28, 0.29405914999999994
29, 0.29048584999999993
30, 0.2879237499999999
31, 0.27946334999999994
32, 0.27277745000000003
33, 0.25703060000000005
34, 0.24176075
35, 0.23002949999999997
36, 0.21804890000000002
37, 0.21358614999999997
38, 0.20866715
39, 0.20211665000000006
40, 0.19645505000000002
41, 0.1887003
42, 0.18366084999999996
43, 0.17840765
44, 0.17032665000000005
45, 0.16033665
46, 0.15603485
47, 0.15094885000000002
48, 0.1497621
49, 0.14705210000000002
50, 0.14216910000000002
51, 0.13922935000000003
52, 0.13472815000000002
53, 0.1314536
54, 0.12687645
55, 0.12130547500000002
56, 0.11680199999999999
57, 0.11206022
58, 0.10935457500000001
59, 0.10620985499999999
60, 0.10385080500000002
61, 0.09900235
62, 0.093300875
63, 0.08994398
64, 0.08716285
65, 0.08513852000000001
66, 0.08397079500000001
67, 0.08343533
68, 0.080567725
69, 0.07658118000000001
70, 0.07478009500000002
71, 0.07364168000000001
72, 0.07286728
73, 0.07023612500000001
74, 0.066550835
75, 0.06527055000000001
76, 0.063357335
77, 0.062123620000000004
78, 0.059125905
79, 0.05756301499999998
80, 0.05714293499999999
81, 0.05705677499999999
82, 0.056609164999999996
83, 0.055158454999999995
84, 0.05494861999999999
85, 0.054707889999999995
86, 0.05423741499999999
87, 0.05367267
88, 0.053360964999999996
89, 0.05287198499999999
90, 0.05253112499999999
91, 0.05203524999999999
92, 0.05170726
93, 0.05083109499999999
94, 0.05066591999999999
95, 0.04999596
96, 0.049834425
97, 0.049834425
98, 0.04975598
99, 0.04975598
100, 0.049132875
101, 0.04843494499999999
102, 0.04803868999999999
103, 0.047495789999999996
104, 0.045305205
105, 0.04527476500000001
106, 0.043612005
107, 0.04265537
108, 0.04155968
109, 0.04080993
110, 0.04067174
111, 0.040417915
112, 0.039838355000000006
113, 0.03929479500000001
114, 0.039180245
115, 0.03895865
116, 0.03850753
117, 0.03850753
118, 0.03833742
119, 0.038167770000000004
